"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2016-01-01","2016-12-31",2016,92,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2016-01-01","2016-12-31",2016,15033,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2016-01-01","2016-12-31",2016,10439,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2016-01-01","2016-12-31",2016,3150,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2016-01-01","2016-12-31",2016,1912,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2016-01-01","2016-12-31",2016,5292,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2016-01-01","2016-12-31",2016,6083,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2016-01-01","2016-12-31",2016,356,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2016-01-01","2016-12-31",2016,3417,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2016-01-01","2016-12-31",2016,322,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2016-01-01","2016-12-31",2016,89,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2016-01-01","2016-12-31",2016,4161,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2016-01-01","2016-12-31",2016,51,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2016-01-01","2016-12-31",2016,2146,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2016-01-01","2016-12-31",2016,6792,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2016-01-01","2016-12-31",2016,7439,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DELHI",NA,"INDIA, DELHI","IND",1489,"IN-DL",NA,"2017-01-01","2017-12-31",2017,9271,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TAMIL NADU",NA,"INDIA, TAMIL NADU","IND",1508,"IN-TN",NA,"2017-01-01","2017-12-31",2017,23294,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GOA",NA,"INDIA, GOA","IND",1490,"IN-GA",NA,"2017-01-01","2017-12-31",2017,235,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GUJARAT",NA,"INDIA, GUJARAT","IND",1491,"IN-GJ",NA,"2017-01-01","2017-12-31",2017,4753,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUDUCHERRY",NA,"INDIA, PUDUCHERRY","IND",70080,"IN-PY",NA,"2017-01-01","2017-12-31",2017,4568,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2017-01-01","2017-12-31",2017,444,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ORISSA",NA,"INDIA, ORISSA","IND",1504,"IN-OR",NA,"2017-01-01","2017-12-31",2017,4158,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HARYANA",NA,"INDIA, HARYANA","IND",1492,"IN-HR",NA,"2017-01-01","2017-12-31",2017,4550,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","JHARKHAND",NA,"INDIA, JHARKHAND","IND",70078,"IN-JH",NA,"2017-01-01","2017-12-31",2017,710,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","SIKKIM",NA,"INDIA, SIKKIM","IND",1507,"IN-SK",NA,"2017-01-01","2017-12-31",2017,312,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","NAGALAND",NA,"INDIA, NAGALAND","IND",1503,"IN-NL",NA,"2017-01-01","2017-12-31",2017,357,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2017-01-01","2017-12-31",2017,8427,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2017-01-01","2017-12-31",2017,2064,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MIZORAM",NA,"INDIA, MIZORAM","IND",1502,"IN-MZ",NA,"2017-01-01","2017-12-31",2017,136,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2017-01-01","2017-12-31",2017,15398,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MEGHALAYA",NA,"INDIA, MEGHALAYA","IND",1501,"IN-ML",NA,"2017-01-01","2017-12-31",2017,52,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TELANGANA",NA,"INDIA, TELANGANA","IND",1485,"IN-AP",NA,"2017-01-01","2017-12-31",2017,5369,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHANDIGARH",NA,"INDIA, CHANDIGARH","IND",70074,"IN-CH",NA,"2017-01-01","2017-12-31",2017,1125,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2017-01-01","2017-12-31",2017,59,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","WEST BENGAL",NA,"INDIA, WEST BENGAL","IND",1511,"IN-WB",NA,"2017-01-01","2017-12-31",2017,37746,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","J & K",NA,"INDIA, J & K","IND",40427,"IN-JK",NA,"2017-01-01","2017-12-31",2017,488,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2017-01-01","2017-12-31",2017,2666,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2017-01-01","2017-12-31",2017,17844,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2017-01-01","2017-12-31",2017,4925,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2017-01-01","2017-12-31",2017,19994,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2017-01-01","2017-12-31",2017,849,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2017-01-01","2017-12-31",2017,3092,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2017-01-01","2017-12-31",2017,452,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2017-01-01","2017-12-31",2017,193,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2017-01-01","2017-12-31",2017,1854,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2017-01-01","2017-12-31",2017,7829,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TRIPURA",NA,"INDIA, TRIPURA","IND",1509,"IN-TR",NA,"2017-01-01","2017-12-31",2017,127,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","LAKSHADWEEP",NA,"INDIA, LAKSHADWEEP","IND",1496,"IN-LD",NA,"2017-01-01","2017-12-31",2017,0,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ARUNACHAL PRADESH",NA,"INDIA, ARUNACHAL PRADESH","IND",70072,"IN-AR",NA,"2017-01-01","2017-12-31",2017,18,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ASSAM",NA,"INDIA, ASSAM","IND",1487,"IN-AS",NA,"2017-01-01","2017-12-31",2017,5024,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2017-01-01","2017-12-31",2017,18,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","LAKSHADWEEP",NA,"INDIA, LAKSHADWEEP","IND",1496,"IN-LD",NA,"2018-01-01","2018-12-31",2018,0,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DELHI",NA,"INDIA, DELHI","IND",1489,"IN-DL",NA,"2018-01-01","2018-12-31",2018,7136,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TRIPURA",NA,"INDIA, TRIPURA","IND",1509,"IN-TR",NA,"2018-01-01","2018-12-31",2018,100,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2018-01-01","2018-12-31",2018,163,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUDUCHERRY",NA,"INDIA, PUDUCHERRY","IND",70080,"IN-PY",NA,"2018-01-01","2018-12-31",2018,592,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","JHARKHAND",NA,"INDIA, JHARKHAND","IND",70078,"IN-JH",NA,"2018-01-01","2018-12-31",2018,463,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GUJARAT",NA,"INDIA, GUJARAT","IND",1491,"IN-GJ",NA,"2018-01-01","2018-12-31",2018,7579,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ORISSA",NA,"INDIA, ORISSA","IND",1504,"IN-OR",NA,"2018-01-01","2018-12-31",2018,5198,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2018-01-01","2018-12-31",2018,14980,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HARYANA",NA,"INDIA, HARYANA","IND",1492,"IN-HR",NA,"2018-01-01","2018-12-31",2018,1898,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2018-01-01","2018-12-31",2018,4011,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TAMIL NADU",NA,"INDIA, TAMIL NADU","IND",1508,"IN-TN",NA,"2018-01-01","2018-12-31",2018,4486,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2018-01-01","2018-12-31",2018,9587,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHANDIGARH",NA,"INDIA, CHANDIGARH","IND",70074,"IN-CH",NA,"2018-01-01","2018-12-31",2018,301,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GOA",NA,"INDIA, GOA","IND",1490,"IN-GA",NA,"2018-01-01","2018-12-31",2018,335,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MEGHALAYA",NA,"INDIA, MEGHALAYA","IND",1501,"IN-ML",NA,"2018-01-01","2018-12-31",2018,44,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MIZORAM",NA,"INDIA, MIZORAM","IND",1502,"IN-MZ",NA,"2018-01-01","2018-12-31",2018,68,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2018-01-01","2018-12-31",2018,493,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2018-01-01","2018-12-31",2018,11011,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TELANGANA",NA,"INDIA, TELANGANA","IND",1485,"IN-AP",NA,"2018-01-01","2018-12-31",2018,4592,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","J & K",NA,"INDIA, J & K","IND",40427,"IN-JK",NA,"2018-01-01","2018-12-31",2018,214,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ARUNACHAL PRADESH",NA,"INDIA, ARUNACHAL PRADESH","IND",70072,"IN-AR",NA,"2018-01-01","2018-12-31",2018,1,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2018-01-01","2018-12-31",2018,49,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ASSAM",NA,"INDIA, ASSAM","IND",1487,"IN-AS",NA,"2018-01-01","2018-12-31",2018,166,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2018-01-01","2018-12-31",2018,14,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","NAGALAND",NA,"INDIA, NAGALAND","IND",1503,"IN-NL",NA,"2018-01-01","2018-12-31",2018,369,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2018-01-01","2018-12-31",2018,2674,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2018-01-01","2018-12-31",2018,2142,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2018-01-01","2018-12-31",2018,4506,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","SIKKIM",NA,"INDIA, SIKKIM","IND",1507,"IN-SK",NA,"2018-01-01","2018-12-31",2018,320,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2018-01-01","2018-12-31",2018,4672,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2018-01-01","2018-12-31",2018,4427,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2018-01-01","2018-12-31",2018,689,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2018-01-01","2018-12-31",2018,3829,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2018-01-01","2018-12-31",2018,4083,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TAMIL NADU",NA,"INDIA, TAMIL NADU","IND",1508,"IN-TN",NA,"2019-01-01","2019-12-31",2019,8527,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GOA",NA,"INDIA, GOA","IND",1490,"IN-GA",NA,"2019-01-01","2019-12-31",2019,992,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUDUCHERRY",NA,"INDIA, PUDUCHERRY","IND",70080,"IN-PY",NA,"2019-01-01","2019-12-31",2019,2030,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GUJARAT",NA,"INDIA, GUJARAT","IND",1491,"IN-GJ",NA,"2019-01-01","2019-12-31",2019,18219,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DELHI",NA,"INDIA, DELHI","IND",1489,"IN-DL",NA,"2019-01-01","2019-12-31",2019,5077,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","LAKSHADWEEP",NA,"INDIA, LAKSHADWEEP","IND",1496,"IN-LD",NA,"2019-01-01","2019-12-31",2019,0,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","JHARKHAND",NA,"INDIA, JHARKHAND","IND",70078,"IN-JH",NA,"2019-01-01","2019-12-31",2019,825,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ORISSA",NA,"INDIA, ORISSA","IND",1504,"IN-OR",NA,"2019-01-01","2019-12-31",2019,3758,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTAR PRADESH",NA,"INDIA, UTTAR PRADESH","IND",70081,"IN-UP",NA,"2019-01-01","2019-12-31",2019,10557,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","UTTARAKHAND",NA,"INDIA, UTTARAKHAND","IND",70082,"IN-UT",NA,"2019-01-01","2019-12-31",2019,10622,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2019-01-01","2019-12-31",2019,10289,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ARUNACHAL PRADESH",NA,"INDIA, ARUNACHAL PRADESH","IND",70072,"IN-AR",NA,"2019-01-01","2019-12-31",2019,123,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2019-01-01","2019-12-31",2019,1491,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MIZORAM",NA,"INDIA, MIZORAM","IND",1502,"IN-MZ",NA,"2019-01-01","2019-12-31",2019,42,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MADHYA PRADESH",NA,"INDIA, MADHYA PRADESH","IND",70079,"IN-MP",NA,"2019-01-01","2019-12-31",2019,4189,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDHRA PRADESH",NA,"INDIA, ANDHRA PRADESH","IND",1485,"IN-AP",NA,"2019-01-01","2019-12-31",2019,5286,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","NAGALAND",NA,"INDIA, NAGALAND","IND",1503,"IN-NL",NA,"2019-01-01","2019-12-31",2019,8,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2019-01-01","2019-12-31",2019,168,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HARYANA",NA,"INDIA, HARYANA","IND",1492,"IN-HR",NA,"2019-01-01","2019-12-31",2019,1207,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TELANGANA",NA,"INDIA, TELANGANA","IND",1485,"IN-AP",NA,"2019-01-01","2019-12-31",2019,13331,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DAMAN AND DIU",NA,"INDIA, DAMAN AND DIU","IND",70077,"IN-DH",NA,"2019-01-01","2019-12-31",2019,625,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KERALA",NA,"INDIA, KERALA","IND",1495,"IN-KL",NA,"2019-01-01","2019-12-31",2019,4652,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","KARNATAKA",NA,"INDIA, KARNATAKA","IND",1494,"IN-KA",NA,"2019-01-01","2019-12-31",2019,16986,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MANIPUR",NA,"INDIA, MANIPUR","IND",1500,"IN-MN",NA,"2019-01-01","2019-12-31",2019,359,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHANDIGARH",NA,"INDIA, CHANDIGARH","IND",70074,"IN-CH",NA,"2019-01-01","2019-12-31",2019,286,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","CHHATTISGARH",NA,"INDIA, CHHATTISGARH","IND",70075,"IN-CT",NA,"2019-01-01","2019-12-31",2019,722,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","BIHAR",NA,"INDIA, BIHAR","IND",70073,"IN-BR",NA,"2019-01-01","2019-12-31",2019,6712,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MEGHALAYA",NA,"INDIA, MEGHALAYA","IND",1501,"IN-ML",NA,"2019-01-01","2019-12-31",2019,82,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TRIPURA",NA,"INDIA, TRIPURA","IND",1509,"IN-TR",NA,"2019-01-01","2019-12-31",2019,114,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","RAJASTHAN",NA,"INDIA, RAJASTHAN","IND",1506,"IN-RJ",NA,"2019-01-01","2019-12-31",2019,13706,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","SIKKIM",NA,"INDIA, SIKKIM","IND",1507,"IN-SK",NA,"2019-01-01","2019-12-31",2019,444,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ASSAM",NA,"INDIA, ASSAM","IND",1487,"IN-AS",NA,"2019-01-01","2019-12-31",2019,196,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","J & K",NA,"INDIA, J & K","IND",40427,"IN-JK",NA,"2019-01-01","2019-12-31",2019,439,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HIMACHAL PRADESH",NA,"INDIA, HIMACHAL PRADESH","IND",1493,"IN-HP",NA,"2019-01-01","2019-12-31",2019,344,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MAHARASHTRA",NA,"INDIA, MAHARASHTRA","IND",1498,"IN-MH",NA,"2019-01-01","2019-12-31",2019,14907,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","NAGALAND",NA,"INDIA, NAGALAND","IND",1503,"IN-NL",NA,"2020-01-01","2020-12-31",2020,1,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","JHARKHAND",NA,"INDIA, JHARKHAND","IND",70078,"IN-JH",NA,"2020-01-01","2020-12-31",2020,79,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ANDAMAN AND NICOBAR",NA,"INDIA, ANDAMAN AND NICOBAR","IND",1484,"IN-AN",NA,"2020-01-01","2020-12-31",2020,98,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TAMIL NADU",NA,"INDIA, TAMIL NADU","IND",1508,"IN-TN",NA,"2020-01-01","2020-12-31",2020,2410,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TELANGANA",NA,"INDIA, TELANGANA","IND",1485,"IN-AP",NA,"2020-01-01","2020-12-31",2020,2173,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GUJARAT",NA,"INDIA, GUJARAT","IND",1491,"IN-GJ",NA,"2020-01-01","2020-12-31",2020,1564,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUDUCHERRY",NA,"INDIA, PUDUCHERRY","IND",70080,"IN-PY",NA,"2020-01-01","2020-12-31",2020,633,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","HARYANA",NA,"INDIA, HARYANA","IND",1492,"IN-HR",NA,"2020-01-01","2020-12-31",2020,1377,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","ARUNACHAL PRADESH",NA,"INDIA, ARUNACHAL PRADESH","IND",70072,"IN-AR",NA,"2020-01-01","2020-12-31",2020,1,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","GOA",NA,"INDIA, GOA","IND",1490,"IN-GA",NA,"2020-01-01","2020-12-31",2020,376,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DELHI",NA,"INDIA, DELHI","IND",1489,"IN-DL",NA,"2020-01-01","2020-12-31",2020,1269,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","DADRA AND NAGAR HAVELI",NA,"INDIA, DADRA AND NAGAR HAVELI","IND",70076,"IN-DH",NA,"2020-01-01","2020-12-31",2020,248,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","MEGHALAYA",NA,"INDIA, MEGHALAYA","IND",1501,"IN-ML",NA,"2020-01-01","2020-12-31",2020,4,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","WEST BENGAL",NA,"INDIA, WEST BENGAL","IND",1511,"IN-WB",NA,"2020-01-01","2020-12-31",2020,5166,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","PUNJAB",NA,"INDIA, PUNJAB","IND",1505,"IN-PB",NA,"2020-01-01","2020-12-31",2020,8435,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","TRIPURA",NA,"INDIA, TRIPURA","IND",1509,"IN-TR",NA,"2020-01-01","2020-12-31",2020,24,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
"INDIA","LAKSHADWEEP",NA,"INDIA, LAKSHADWEEP","IND",1496,"IN-LD",NA,"2020-01-01","2020-12-31",2020,0,"Total","Admin1","Year","MOH-IND-20152022-Y01-00"
